name,type,description,abbrev,url,contact_info,year_founded,date_start,date_end,sphere,Recurs,Region,Country,State,City
Building a 21st Century Broadband Superhighway,Research & Advocacy,,,http://www.newamerica.net/publications/policy/building_21st_century_broadband_superhighway,,,,,,,,,,
Sixth Broadband Deployment Report,Research & Advocacy,"“This is the Commission’s Sixth Report issued under section 706 of the Telecommunications Act of 1996, as amended,1 which requires the Commission to determine annually whether broadband2 is being deployed to all Americans in a reasonable and timely fashion.”
",,"https://apps.fcc.gov/edocs_public/attachmatch/FCC-10-129A1.pdf
",,2010,,,,,,,,
The Global Speedtest,Tools & Resources,,,http://www.speedtest.net/,,,,,,,,,,
Robert D. Atkinson,Actor,"""Robert Atkinson is the founder and president of the Information Technology and Innovation Foundation, a Washington, DC-based policy think tank. He is also author of Innovation Economics: The Race for Global Advantage (Yale, 2012), the book, The Past And Future Of America’s Economy: Long Waves Of Innovation That Power Cycles Of Growth (Edward Elgar, 2005), and the State New Economy Index series. He has an extensive background in technology policy, he has conducted ground-breaking research projects on technology and innovation, is a valued adviser to state and national policymakers, and a popular speaker on innovation policy nationally and internationally.""
",,http://www.itif.org/people/robert-d-atkinson,ratkinson@itif.org,,,,Global,,,,,
Dr. Hamadoun I. Toure ,Actor,"“Dr Hamadoun I. Touré, Secretary-General of the International Telecommunication Union (ITU) since January 2007, was re-elected for a second four-year term in October 2010. As Secretary-General, Dr Touré is committed to ITU’s mission of connecting the world, and to helping achieve the Millennium Development Goals through harnessing the unique potential of Information and Communication Technologies (ICTs).A long-standing champion of ICTs as a driver of social and economic development, Dr Touré previously served as Director of ITU’s Telecommunication Development Bureau (BDT) from 1998-2006. In this role he placed considerable emphasis on implementing the outcomes of the World Summit on the Information Society (WSIS), launching projects based on partnerships with international organizations, governments, the private sector and civil society.” 
",,"http://www.itu.int/en/osg/Pages/biography.aspx
",,,,,Global,,,,,
John Chambers,Actor,"“John Chambers is Chairman and CEO of Cisco. He has helped grow the company from $70 million when he joined Cisco in January 1991, to $1.2 billion when he assumed the role of CEO, to $47billion in FY14. In 2006, Chambers was named Chairman of the Board, in addition to his CEO role.” 
",,"http://newsroom.cisco.com/john-chambers?articleId=33185
",,,,,Global,,,,,
"Susan Crawford
",Actor,"“Susan Crawford is the John A. Reilly Visiting Professor in Intellectual Property at the Harvard Law School (2014) and a co-director of the Berkman Center. She is the author of Captive Audience: The Telecom Industry and Monopoly Power in the New Gilded Age, and a contributor to Bloomberg View. In September 2014, Wiley will publish The Responsive City: Engaging Communities Through Data-Smart Governance, co-authored by Ms. Crawford and Stephen Goldsmith. She served as Special Assistant to the President for Science, Technology, and Innovation Policy (2009) and co-led the FCC transition team between the Bush and Obama administrations. She also served as a member of Mayor Michael Bloomberg’s Advisory Council on Technology and Innovation. Ms. Crawford was formerly a (Visiting) Stanton Professor of the First Amendment at Harvard’s Kennedy School, a Visiting Professor at Harvard Law School, and a Professor at the University of Michigan Law School (2008-2010). As an academic, she teaches Internet law and communications law. She was a member of the board of directors of ICANN from 2005-2008 and is the founder of OneWebDay, a global Earth Day for the internet that takes place each Sept. 22.” 
",,http://scrawford.net/biography/,"http://scrawford.net/
",,,,Global,,,,,
Hans Vestberg,Actor,"“Hans Vestberg is President and Chief Executive Officer of the Ericsson Group, the world’s leading provider of telecommunications technology and services. Vestberg joined Ericsson in 1988. He has broad international experience, having held various management positions for Ericsson in China, Brazil, Mexico and the US. He remains the international advisor to the Governor of Guangdong, China. Vestberg served as Ericsson’s Chief Financial Officer from 2007 to 2009 before becoming CEO. Along with the rest of Ericsson’s executive team, Vestberg is focused on advancing the company’s leadership through innovation, technology, services and sustainable business solutions. Under his direction, Ericsson has become the main driver toward the Networked Society, where connectivity is the fuel of progress.” 
",,http://www.ericsson.com/thecompany/corporate_governance/company_management/hans_vestberg,,,,,Global,,,,,
Irina Bokova ,Actor,"“Irina Bokova, born on 12 July 1952 in Sofia (Bulgaria) has been the Director-General of UNESCO since 15 November 2009, and reelected for a second term in 2013. She is the first woman to lead the Organization. As Director-General of UNESCO, Irina Bokova is actively engaged in international efforts to advance quality education for all, gender equality, cultural dialogue and scientific cooperation for sustainable development and is leading UNESCO as a global advocate for safety of journalists and freedom of expression. Irina Bokova is Executive Secretary of the Steering Committee of the UN Secretary-General’s Global Education First Initiative (GEFI) and co-Vice-Chair of the Broadband Commission.”",,http://www.unesco.org/new/en/unesco/about-us/who-we-are/director-general/biography/,,,,,Global,,,,,
Suvi Linden,Actor,"“Mrs Suvi Linden, ITU Special Envoy for the Broadband Commission for Digital Development CEO and founder of PearlCon Ltd Suvi Lindén was Finland’s Minister of Communications in 2007-2011. She was previously Minister of Culture, 1999-2002. Ms Lindén was a Member of Parliament 1995-2011 Ms Lindén holds positions of trust in a number of internationals organisations. These include positions as Commissioner of the United Nations Broadband Commission for Digital Development and Special Envoy to it, Member of the United Nations Advisory Board of the Digital Health Initiative, Member of the Advisory Board of Walsh University Institute for the Study of the Intelligent Community, Strategic Adviser for the Global Partnership Forum, Member of the Concero Connect Honorary Advisory Boardl to mention her present duties. She has been a keynote speaker in several international high-level seminars hosted by governments and international organizations in different countries. She was also Member of GSMA Government Mobile Excellence Awards Judging Panel 2013. She was 2007-2011 Chair of the Ubiquitous Information Society Advisory Board for the Government of Finland. The Intelligent Community Forum, a New York-based think tank named her as its “Visionary of the Year for 2011“ for her commitment to ensuring affordable broadband access to every citizen in Finland. Ms Lindén holds a Master of Science degree ( Information Processing Science) from the University of Oulu.” 
",,http://www.itu.int/tlc/WORLD2013/forum/entries/participant.156902.html,,,,,Global,,,,,
Helen Clark,Actor,"“Helen Clark became the Administrator of the United Nations Development Programme in April 2009, and is the first woman to lead the organization. She is also the Chair of the United Nations Development Group, a committee consisting of the heads of all UN funds, programmes and departments working on development issues.” 
",,http://www.undp.org/content/undp/en/home/operations/leadership/administrator/biography/,"https://www.linkedin.com/in/helenclarkundp
",,,,Global,,,,,
"Phumzile Mlambo-Ngcuka,",Actor,"“Phumzile Mlambo-Ngcuka is United Nations Under-Secretary-General and Executive Director of UN Women. She was sworn into office on 19 August 2013 and brings a wealth of experience and expertise to this position, having devoted her career to issues of human rights, equality and social justice. Ms. Mlambo-Ngcuka has worked in government and civil society, and with the private sector, and was actively involved in the struggle to end apartheid in her home country of South Africa.” 
",,http://www.unwomen.org/en/about-us/directorate/executive-director/ed-bio,,,,,Global,,,,,
Reza Jafari,Actor,"“Mr. A. Reza Jafari is the Chairman and CEO of e-Development International.  Based in Washington, DC, USA, e-Development International is an executive advisory group that promotes, facilitates and participates in Information and Communication Technology (ICT) initiatives worldwide. Mr. Jafari has spent 35 years in the IT services, competitive telecoms, media and entertainment and education industries. His portfolio of business relationships and interests include advising established and start up companies and organizations in, mobile payment, mobile value added services, mobile tower outsourcing and infrastructure sharing, online and mobile entertainment, IT services and IP communications.  He currently serves as the Non-Executive Director on the Board of several companies. On the industry association front, currently Mr. Jafari is the Chairman of the Board of Directors of ITU TELECOM; a board member of GSMC, a wholly owned subsidiary of GSM Association; the Chairman of the Board of the India, China and America Institute (ICAI).""
",,http://www.itu.int/tlc/WORLD2009/forum/participants/submissions/auth/10636/bio_10636.doc,,,,,Global,,,,,
Hessa Al Jabar,Actor,"""H.E. Dr. Hessa Al Jaber is the first-ever Minister of Information and Communications Technology in Qatar following the formation of the nation’s new Cabinet by H.H. the Emir Sheikh Tamim Bin Hamad Al Thani in 2013. She is the third Qatari woman to assume a ministerial position in the state. Prior to becoming a minister, Dr. Hessa held the position of Secretary General of the Supreme Council of Information and Communication Technology (ictQATAR) since its inception in 2005. During her tenure as Secretary General, Dr. Hessa has overseen the liberalization of Qatar's telecommunications market, ushering in an era of choice and competition. Passionate about ensuring that the benefits of technology reach all sectors, Dr. Hessa has led numerous initiatives to make Qatar a more inclusive society through ICT. She has spearheaded the efforts aimed at modernizing Qatar’s ICT infrastructure, including the plans for founding the country’s national broadband network, Qatar National Broadband Network (Q.NBN). Additionally, she played an integral role in foundation of Qatar Satellite Company (Es’hailSat), which successfully launched Qatar’s first-ever satellite, Es’hail 1, on August 29, 2013. In addition, she also led the efforts of the modernization of Qatar's government through ICT, streamlining processes, making government more transparent and accessible to its people.""

",,"http://www.ictqatar.qa/en/about/whoweare/bio/dr-hessa-sultan-al-jaber
",,,,,Global,,,,,
Saad Bin Dhafer,Actor,"“ Dr. Saad Bin Dhafer Al-Qahtani is currently the Group Chief Strategic Officer at Saudi Telecom Company (STC). He has been with STC since 1986 and was the Vice President of Residential Sector Services and Marketing, Sales &Customer Service before being appointed to his new position in June 2011. Saad is behind STC’s success story of multiplying the number of Broadband Subscribers from ~150k at the beginning of 2007, when he was assigned as VP Home BU, to over 1.7 million by the end of 2010 equivalent of more than 6 million internet users and the creation of the AFAQ DSL and Broadband Jood packages ,IPTV brand for the first time in Saudi (Invision),the first FTTH package in the market (Verve) which help grandly increase the broadband penetration and enrich STC competitive position in Saudi Arabia. He was awarded the “Best Marketing General Manager Award” by Arabian Business in 2004 under the sponsorship of His Royal Highness Governor of Riyadh District.  He has been an active member in STC’s leadership team responsible for implementing the new Customer Centric operating model, through developing and driving key customer retention and loyalty programs. Saad is also on the board of Turk Telekom, Avea and the board of INTIGRAL which is a Content Joint Venture holding company in Dubai.”
",,http://www.itu.int/ITU-D/CDS/gq/generic/asp-reference/file_download.asp?FileID=691,,,,,Global,,,,,
Amir Dossal,Actor,"“Amir Dossal is Executive Director of the United Nations Office for Partnerships and as such is the United Nations representative for public/private partnerships. He guides the development of strategic alliances with corporations, foundations and philanthropists in achieving the Millennium Development Goals. Amir is the UN's Chief Liaison for Ted Turner's $1 billion donation for UN causes, which involves over 450 programmes and projects in children’s health; women and population; climate change; and biodiversity. This includes ""investments"" of over $560 million from other donors and partners (such as the American Red Cross, Bill and Melinda Gates Foundation, the Coca-Cola Company, Rockefeller Brothers Fund, Rotary International, Vodafone, etc.). He also oversees management of the UN Democracy Fund, which he established in 2005, to strengthen democratic institutions and enhance democratic governance in new or restored democracies. Amir has engaged the United Nations in numerous partnerships, including with the Committee Encouraging Corporate Philanthropy, Commonwealth Business Council, Dow Chemical, European Foundation Centre, Google.org, LTB Foundation, The Synergos Institute, US Chamber of Commerce, Wal-Mart, and others. He has also spearheaded the UN's engagement in new areas in the technology sector working with Cisco Systems, Ericsson, Microsoft and Vodafone.” 
",,"http://www.un.org/partnerships/aadbio.htm
",,,,,Global,,,,,
Kathy Calvin,Actor,"“Kathy Calvin is President and Chief Executive Officer of the United Nations Foundation. Her career has spanned work in the public, private and nonprofit sectors.  She is a passionate advocate for multi-sector problem-solving, U.S.  leadership on global issues, and the inclusion of women at all levels and in all sectors. Kathy was named CEO by the UN Foundation Board in 2009 and President in 2013. In those roles, she leads one of the most innovative organizations advocating for the UN and the creation of public-private partnerships.  Her leadership brings together the largest network of supporters of UN issues in the United States and a global network of corporate, civil society and media partners.  The UN Foundation was created in 1998 with entrepreneur and philanthropist Ted Turner's historic $1 billion gift to support UN causes and activities. The UN Foundation advocates for the UN and connects people, ideas, and resources to help the United Nations solve global problems.  As a public charity with many partners, the UN Foundation's work is focused on decreasing child mortality, empowering women and girls, creating a clean energy future, using mobile technology for development, and improving U.S.-UN relations. In 2011, Kathy was named one of Newsweek’s “150 Women Who Rock the World,” and in 2012, she was listed in Fast Company’s “League of Extraordinary Women.”  Her innovative work in the philanthropy and international NGO sector was featured by the New York Times in 2011.  She has received numerous other awards for philanthropy and leadership. Prior to joining the UN Foundation as Chief Operating Officer in 2003, Kathy served as President of the AOL Time Warner Foundation where she guided AOL Time Warner's philanthropic activities and was the chief architect of the company's corporate responsibility initiatives. She joined America Online in 1997 as Senior Vice President and Chief Communications Officer, and was responsible for the company’s brand, social responsibility, and external relations.  
",," http://www.unfoundation.org/who-we-are/experts/kathy-calvin.html
",,,,,Global,,,,,
Michael Combes,Actor,"""“Michel Combes (51) became Chief Executive Officer of Alcatel-Lucent on April 1, 2013, joining the company with more than 20 years of experience in the telecommunications sector, as well as a strong international background. His appointment to Alcatel-Lucent follows four years at the global mobile communications operator Vodafone plc, where he was appointed CEO, Europe Region in October 2008, subsequently being appointed to the Vodafone board in June 2009. As CEO of Vodafone Europe, in charge of a business representing 70% of the group’s revenues, Michel led the group’s recovery in the region, steering it to regain its lead in two key countries, Italy and Germany, currently representing close to 50% of the group’s revenues in Europe. He speeded up the integration of several subsidiaries by merging their back office operations, streamlining IT and networks while keeping local sales dynamics. Michel’s career began in 1985 at France Telecom in the US, first in the External Networks Division and then the Industrial and International Affairs Division. After serving as a technical advisor to the French Minister of Transportation between 1991 and 1995, Michel Combes became Chairman and Chief Executive Officer of the France Telecom subsidiary GlobeCast, from 1996 to 1999.” 
",,http://www.alcatel-lucent.com/about/leadership/michel-combes,,,,,Global,,,,,
Julius Genachowski,Actor,"“Julius Genachowski is a Managing Director in the U.S. Buyout team, focusing on acquisitions and growth investments in global technology, media and telecom, including Internet and mobile. He is based in Washington, DC. Mr. Genachowski returned to the private sector after serving as Chairman of the U.S. Federal Communications Commission from 2009 to 2013.  He presided at the FCC during a period of robust innovation and investment around communications technology and software, including wired and wireless broadband applications, devices and networks. Under his leadership, the FCC took major actions to extend broadband access, accelerate the roll out of advanced mobile networks, free-up spectrum for wireless communications, preserve a vibrant Internet and media landscape, foster competition and enhance public safety communications.  Genachowski also extended the FCC’s international engagement, visiting more than 20 countries, leading U.S. delegations and working on agreements involving global Internet policy, technology, spectrum, national security, cybersecurity and privacy.  During his tenure, the FCC was named the most improved agency in the federal government, and one of WiredMagazine’s “Top 7 Disruptions”.
",,http://www.carlyle.com/about-carlyle/team/julius-genachowski,,,,,Global,,,,,
Jose Manuel Do Rosario Toscano,Actor,"“A telecommunications engineer by training, Mr. Toscano has more than twenty five years experience in the telecommunications sector and has held management positions in both the public and private sectors as well as in regional and international organizations in this field. His professional experience before being elected as Director General includes the position of Director of External Relations with ITSO and executive appointments within the National Regulatory Authority (ICP-ANACOM) and the European Commission, top-level management responsibilities with the private telecommunications sector in Portugal, as well as teaching assignments at various universities in Portugal. He has also been actively involved in the definition, development and work of numerous regional and international regulatory entities in the telecommunications and satellite communications fields in particular the ITU, EC, CEPT, and the GSM MoU, and is especially knowledgeable and comfortable working in a multicultural environment.” 
",,http://www.itso.int/index.php?option=com_content&view=article&id=77&Itemid=28&lang=es,,,,,Global,,,,,
Paul Jacobs,Actor,"“Dr. Paul E. Jacobs is executive chairman of Qualcomm Incorporated, where he is responsible for helping guide the development of new technologies and Qualcomm’s long-term opportunities. A leader in the field of mobile communications for more than 25 years and a key architect of Qualcomm’s strategic vision, Dr. Jacobs spearheaded Qualcomm’s efforts to develop and commercialize mobile technology breakthroughs that have significantly contributed to the growth of both the Company and the industry. Important developments which began under Dr. Jacobs include: the first smartphone based on Palm OS®; inclusion of GPS capabilities in mobile phones (which led to the acquisition of SnapTrack™ GPS and Qualcomm's development of gpsOne™ position-location technology); the Brew® platform, which enables over-the-air downloading of applications; QChat™ platform, a Voice over IP, push-to-talk system; Qualcomm® Mirasol™ display technology, a novel reflective display technology; and the Qualcomm® Toq™ smartwatch.""
",,https://www.qualcomm.com/company/about/leadership/paul-jacobs,,,,,Global,,,,,
Paul Mitchell,Actor,"“Mitchell assumed his current role with Microsoft® TV in July 2004. He is responsible for divisional business infrastructure, strategic projects, policy initiatives, product and business planning, and organization management for the Microsoft TV division. Mitchell also oversees the division's industry standards efforts, ensuring that Microsoft TV products support open standards and meet customers' specifications. Prior to his current role at Microsoft TV, Mitchell managed the Tools and Applications Product Unit within the division, delivering authoring and development products supporting Microsoft TV as well as a suite of .NET-based interactive TV applications. He has been with the group since 1998, when it merged with the Digital TV Content Team he developed. Working with networks and studios to develop enhanced TV based on Internet technologies, Mitchell and his team produced more than 2,000 hours of enhanced television, including futuristic HDTV content prototypes and content for MSNBC. In 1993, as a member of the Advanced Consumer Technology Division, Mitchell was involved in the early trials of the Microsoft Interactive TV System in Redmond, Wash., and Japan. He joined Microsoft as a product manager in the Developer Tools Division, where he helped secure developer adoption of the Microsoft professional C and C++® products. He was responsible for launching Microsoft C7, Microsoft Visual C++, and Microsoft Visual C++ for Windows NT®. Prior to joining Microsoft in 1991, Mitchell was a senior marketing manager at Raima Corporation, a developer of database products. There he launched the company’s first object-oriented toolkit, created an international distribution strategy and developed a distribution and consultant network. An early advocate of combining Internet technologies with TV, Mitchell was one of the catalysts behind the 1998 creation of the Advanced TV Enhancement Forum. He is a frequent speaker at software and broadcast industry conferences on the subject of interactive programming and development, including Digital Hollywood, Interactive TV Launches, Internet World, Kagan Digital Household Summit, Myers Forum, and the Society of Motion Picture and Television Engineers Technical Conference. He serves on the board of Vision TV. Mitchell studied music and business at the University of British Columbia and Western Washington University, with post-graduate work at California State University, Fullerton and the University of Washington.”",,http://www.microsoft.com/europe/itu2006/bio/PaulMitchell.html,,,,,Global,,,,,
Kim Seang-tae,Actor,"“As the Chairman of the Committee on ‘Korea Information Infrastructure Field Trial Services’ from 1994 to 1997, Dr. Seang-Tae Kim designed fundamental polices for Korea’s Broadband development and greatly contributed to the success of broadband in Korea including broadband roll-out in schools and local autonomies in rural areas. Based on his expertise in broadband and infrastructure, he served many globally important roles such as Executive Board of Information & Communication Sub-committee of Korean National Commission for UNESCO and Chairman of Future Network 2020 Forum to name a few. Since Dr. Kim was appointed as a commissioner of ‘ITU-UNESCO Broadband Commission for Digital Development’ in May 2010, he has actively participated in regular Broadband Commission Meetings. With around fifty commissioners of global ICT leaders, he shared ideas to design a blueprint for rapid worldwide broadband development while minimizing the global digital divide. Dr. Kim was the first President of National Information Society Agency (NIA) following the merger of the former National Information Society Agency and the Korea Agency for Digital Opportunity and Promotion (KADO) in 2009. During his term of office in NIA, Korea was ranked 1st on the biannual UN e-Government Survey both in 2010 and 2012. As NIA is the chief managing body for e-Government projects in Korea, Dr. Kim had been also globally recognized for his expertise and contribution for the success of Korea’s e-Government. From 2008 to 2013, he initiated various global ICT activities in NIA. Under his leadership, NIA provided IT policy consulting to twenty-five countries and established three IT Cooperation Centers and twenty-one Information Access Centers around the world.” 
",,http://www.broadbandcommission.org/commissioners/Pages/kim.aspx,,,,,Global,,,,,
Speranza Ndege,Actor,"“Dr Speranza Ndege is an ICT/e-Learning specialist with  practical experience in e-Learning, distance learning, training, research, online tutoring and technical advisory services. She is a Senior  Lecturer at  Kenyatta University with 19 years teaching experience in the Department of Literature. She holds a PhD from Ghent University, Belgium; an MSC in Computer Based Information System from University of Sunderland, UK; a Master of Arts and a Bachelor of Education (Hons) from University of Nairobi, Kenya. She has a Postgraduate Diploma in e-Teaching (Agder University, Norway & Global Virtual University) and a diploma in Professional Tour Operation [e-Tourism] (ICM, UK). Dr Ndege has received much training in Information Communication Technology and e-Learning (including Electronic Document Management and Website Design) and Instructional Design. She is a CISCO Academy Instructor and an Online Tutor at Kenyatta University. Dr Ndege is currently the Director of the Institute of Open, Distance and e-Learning at Kenyatta University. Previously, she has held the same position of Director for the past 7 years at the African Virtual University Learning Centre, Kenyatta University and e-Learning Coordinating Centre and respectively. Recently she was appointed Commissioner of Broadband Commission for Digital Development. (For more information on Broadband click here )” 
",,http://www.ku.ac.ke/schools/humanities/87-faculty/181-commissioner-dr-speranza-ndege,ndege.speranza@ku.ac.ke ,,,,Global,,,,,
Anne Bouverot,Actor,"“Anne Bouverot is Director General of the GSMA and a Member of its Board. Anne brings to the GSMA a wealth of experience and a proven track record of success in the highly dynamic mobile industry. With a deep understanding of the opportunities and the challenges facing mobile operators today, she leads the GSMA as the essential industry partner for its operator members around the world, enabling their continued success through driving innovation, providing thought leadership and advocating for the industry.Before joining the GSMA, Anne was Executive Vice President for Mobile Services for France Telecom Orange, where she defined the strategic transformation programmes for a business serving more than 120 million customers and revenues of more than 14 billion euros at the time.Prior to France Telecom Orange, Anne led a 600-person business unit of Equant and was responsible for developing IT services for Equant’s multinational business customers. She began her career in telecommunications as project manager for Telmex in Mexico in 1991.Anne holds M.S. and Ph.D. degrees in mathematics and computer science from the Ecole Normale Supérieure in Paris and an M.S. degree from Telecom Paris. Anne was appointed as a member of the Broadband Commission for Digital Development in 2013. She also serves as a non-executive director of Capgemini, a leading global provider of consulting, technology and outsourcing services, and as a non-executive director of Edenred, the world leader of prepaid corporate services.”
",,http://www.gsma.com/aboutus/leadership/director-general,,,,,Global,,,,,
Emma Dawson,Actor,"“Emma joined IBES in March 2013. Previously Emma was an adviser to Senator Stephen Conroy from 2008 to January 2013. Emma oversaw the switchover from analogue to digital television and was responsible for media policy, including ABC and SBS funding, broadcast policy, spectrum policy and the Convergence Review.  Prior to joining the Minister’s office, Emma was a Research Fellow at the Institute for the Study of Global Movements, and a PhD candidate at the National Centre for Australian Studies at Monash University. She is currently working to complete her PhD thesis, which examines the development of SBS Television in the context of media and social policy and technological change over three decades.  Emma is a former Project Manager for SBS, and has served on the Boards of Women in Film and Television and Express Media. She is passionate about the potential of broadband technology to deliver social and cultural services that will transform the lives of all Australians.” 
",,"http://www.broadband.unimelb.edu.au/about/dawson.html
",,,,,Global,,,,,
Chat Garcia-Ramilo,Actor,"“Chat Garcia Ramilo is a Filipino national residing in the Philippines. She has been specializing in gender, information and communication technology and women’s electronic networking for the last eight years. Ms Ramilo is involved in local, regional and global initiatives and work as the Global Manager of the Association for Progressive Communications Women’s Networking Support Programme’s (APC WNSP) Gender Evaluation Methodology (GEM) project. Ms Ramilo is also the Coordinator of the Asia-Pacific WNSP Network. She worked as a gender and ICT consultant for United Nations Development Fund for Women (UNIFEM), United Nations Economic and Social Council for Asia and Pacific (UNESCAP) and Canadian International Development Agency (CIDA). Ms Ramilo is also a Board Member of the Association for Women’s Rights in Development (AWID), a global network of people and organizations dedicated to achieving gender equality, sustainable development and women’s rights around the world that reaches 80 countries worldwide. As a gender and ICT specialist, Ms Ramilo has been invited as speaker and resource person in international workshops and conferences in many countries, including the UNESCO Expert Group Meeting on Gender Issues in the Information Society (Paris, July, 2003), United Nations Commission on the Status of Women, 47th Session (New York, March, 2003), Asia-Pacific Regional Conference on the World Summit on the Information Society (Tokyo, January 2003), Expert Group Meeting on ""Information and communication technologies and their impact on and use as an instrument for the advancement and empowerment of women"", United Nations Division for the Advancement of Women (Seoul, November 2002).” 
",,"http://www.globalmediapolicy.net/node/1101
",chat@apcwomen.org,,,,Global,,,,,
Nancy Hafkin,Actor,"“Among the first to enter the field of electronic communications in Africa, Nancy Hafkin has been  a pioneer and innovator in the area of networking, development information, and electronic communications, working primarily with the UN Economic Commission for Africa (UNECA) in Addis Ababa. Dr. Hafkin’s work on African networking helped build the continent’s ICT framework through partnerships with governmental, nongovernmental, and development institutions. At UNECA, she served as coordinator for UNECA’s African Information Society Initiative and team leader for promoting information and communication technologies for development. Dr. Hafkin also served as chief of the Pan African Development Information System and chief of research and publications at the African Training and Research Center for Women. She played a central role in facilitating the Association for Progressive Communications’ (APC) work to enable email connectivity in more than 10 countries during the early 1990s before full Internet connectivity became a reality in most of Africa. Hafkin has been instrumental in helping raise global awareness of issues related to gender and information technology and development. In 2006 she co-edited “Cinderella or Cyberella: Empowering Women in the Knowledge Society,” a collection of essays discussing ways that information and communications technologies empower women. Most recently she contributed the chapter on gender issues to the World Web Foundation volume edited by George Sadowsky, “Accelerating Development Using the Web: Empowering Poor and Marginalized Populations.”",,http://internethalloffame.org/inductees/nancy-hafkin,,,,,Global,,,,,
Omobola Johnson,Actor,"“Bachelor's in Electrical and Electronic Engineering, University of Manchester; Master's in Digital Electronics, King's College, London; doctorate in Business Administration, School of Management, Cranfield University. Over 25 years' consulting experience; has worked with companies in a variety of industries, transforming them into more competitive and dynamic organizations. Twenty-five years with Accenture including five years as Country Managing Director. Currently, Minister of Communication Technology, Nigeria. Vice-Chair, Global Agenda Council on Africa, World Economic Forum. Founding Chairperson and Member of the Board of Trustees, Women in Management and Business. Chairperson, UN Commission on Science and Technology for Development. Member, Broadband Commission Working Group on Gender, UNDP. Member, m-Powering Development Advisory Board, ITU. Advisory role to the UN General Assembly and ECOSOC.” 
",," http://www.weforum.org/contributors/omobola-johnson
",,,,,Global,,,,,
Sonia Jorge,Actor,"“Sonia N. Jorge is an expert in the confluence of development and communications policy. She has over 20 years of diverse international experience in a career spanning both the private and not-for-profit sectors.   Her work has included ICT policy and regulatory advice and analysis, strategic industry planning, national ICT/broadband policy development, creating new legal and regulatory frameworks (to address issues including competition, interconnection, cost-based pricing, spectrum allocation and management, infrastructure sharing and convergence), understanding universal access and digital inclusion in the context of development, and promoting gender analysis and awareness in the ICT planning process.   Sonia has worked in over 20 countries around the globe, including many in Africa, Latin America and the Caribbean, and Asia. She holds a Masters in Public Policy (Tufts University) and a BA/BS in Economics and Business Finance (University of Massachusetts) and is fluent in Portuguese, Spanish and English. Ms Jorge assumed her current role on 1 July 2013, having previously been Director of Research & Consulting at Pyramid Research, a UBM company.” 
",,http://a4ai.org/category/team/#pop_box1,,,,,Global,,,,,
Shrikant Shenwai,Actor,"“Mr. Shrikant Shenwai is the CEO and one of the founders of Wireless Broadband Alliance (WBA). Under his leadership, the WBA has transformed into a global industry organization with 100 members, including leading wireless & broadband operators and technology companies who are strategically focusing on delivering the next generation Wi-Fi experience that is seamless, secure and interoperable.With a global experience of more than 25 years in the ICT industry, Mr. Shrikant Shenwai has held several management and leadership roles in telecom, internet, IT and multimedia businesses. After starting his carrier with HP, he founded and successfully grew an entrepreneurial venture in India before moving to Singapore where he worked with leading telecom companies (StarHub & SingTel group), before taking over as the CEO of WBA. He has extensive experience in successfully building and managing partnerships/alliances and a proven track record in taking new initiatives and ventures from concept to operations.”
",,"http://www.wballiance.com/about/wba-bod-organization/ceo-shrikant-shenwai/
",,,,,,,,,,
Doyle Gallegos,Actor,"""Doyle Gallegos is the Lead ICT Policy Specialist, World Bank. In this role Mr. Gallegos leads the Bank’s telecommunications policy and regulatory agenda, regional backbone and rural connectivity programs, and implementation of PPPs in client countries. Prior to joining the World Bank he worked as a consultant with Booz Allen Hamilton as a Senior Advisor and as a Senior Manager in Deloitte Consulting throughout the Middle East, Latin America, Europe, and US. Mr. Gallegos also has held VP level positions with telecom start-up and emerging business enterprises. Mr. Gallegos has an MBA in Finance from the Wharton School and an undergraduate degree in Economics from Columbia University.""
",,http://live.worldbank.org/experts/doyle-gallegos,,,,,,,,,,
Commonwealth Telecommunications Organisation,Actor,,,,,,,,,,,,,
A4AI Affordability Report,Research & Advocacy,"""The first edition of A4AI’s annual Affordability Report was published on 8 December 2013. The report takes an in-depth look at broadband affordability around the globe, and makes policy recommendations designed to drive prices down. Click here to download the full report, or click here to see a presentation outlining the results as delivered by Dr Bitange Ndemo on 8 December.
 
A4AI is committed to undertaking our research in a transparent fashion – we hope that others will use our data sets to build upon and interrogate. To this end, links to two data files in .xlsx format are provided below. These are:
 
1. The Affordability Index Data set, which includes the normalized data, i.e. all the raw data were transformed onto one scale so that we could combine them meaningfully in one index – we use ‘z-scores’ and the ‘min-max’ to normalize.
 
2. A raw data set, which includes all data as taken from the data source, including World Bank, ITU, WEF, Web Index survey, etc. – except where we needed to divide by variables like per capita income, population, GDP, etc, to get a figure per 100 people or as a percentage of average income, for example.""",,http://1e8q3q16vyc81g8l3h3md6q5f5e.wpengine.netdna-cdn.com/wp-content/uploads/2014/01/Affordability-Report-2013_Final-2.pdf,,2013,2013,,Global,,,,,
